tile_id,date_mode,date_mode_month,year
6161_532,20150503,"2015, 05",2015
6161_533,20150503,"2015, 05",2015
6161_534,20150503,"2015, 05",2015
6161_535,20150421,"2015, 04",2015
6161_536,20150421,"2015, 04",2015
6161_537,20150421,"2015, 04",2015
6161_538,20150421,"2015, 04",2015
6161_539,20150421,"2015, 04",2015
6161_540,20150421,"2015, 04",2015
6161_541,20150421,"2015, 04",2015
6161_542,20150421,"2015, 04",2015
6161_543,20150421,"2015, 04",2015
6161_544,20150421,"2015, 04",2015
6161_545,20150421,"2015, 04",2015
6161_546,20150421,"2015, 04",2015
6161_547,20150421,"2015, 04",2015
6161_548,20150421,"2015, 04",2015
6161_549,20150421,"2015, 04",2015
6161_550,20150421,"2015, 04",2015
6161_551,20150421,"2015, 04",2015
6161_552,20150421,"2015, 04",2015
6161_574,20140420,"2014, 04",2014
6161_575,20140420,"2014, 04",2014
6161_576,20140420,"2014, 04",2014
6161_577,20140420,"2014, 04",2014
6161_578,20140420,"2014, 04",2014
6161_579,20140420,"2014, 04",2014
6161_580,20140415,"2014, 04",2014
6161_581,20140415,"2014, 04",2014
6161_582,20140403,"2014, 04",2014
6161_583,20140403,"2014, 04",2014
6161_584,20140404,"2014, 04",2014
6161_585,20140404,"2014, 04",2014
6161_586,20140404,"2014, 04",2014
6161_587,20140404,"2014, 04",2014
6161_588,20140404,"2014, 04",2014
6161_589,20140404,"2014, 04",2014
6161_600,20140416,"2014, 04",2014
6161_601,20140409,"2014, 04",2014
6161_602,20140404,"2014, 04",2014
6161_603,20140402,"2014, 04",2014
6161_604,20140415,"2014, 04",2014
6161_633,20140326,"2014, 03",2014
6161_634,NA,No date,NA
6161_635,20140326,"2014, 03",2014
6161_636,20140326,"2014, 03",2014
6161_637,20140326,"2014, 03",2014
6161_638,20140326,"2014, 03",2014
6161_639,20140326,"2014, 03",2014
6161_640,20140404,"2014, 04",2014
6161_641,20140404,"2014, 04",2014
6161_642,20140404,"2014, 04",2014
6161_643,20140404,"2014, 04",2014
6161_644,NA,No date,NA
6161_645,20140404,"2014, 04",2014
6161_646,20140404,"2014, 04",2014
6161_647,20140404,"2014, 04",2014
6161_648,20140404,"2014, 04",2014
6161_649,20140404,"2014, 04",2014
6161_650,20140404,"2014, 04",2014
6161_651,20140404,"2014, 04",2014
6161_652,20140404,"2014, 04",2014
6161_653,20140404,"2014, 04",2014
6161_654,20140404,"2014, 04",2014
6161_655,20140404,"2014, 04",2014
6161_656,20140404,"2014, 04",2014
6161_657,20140404,"2014, 04",2014
6161_658,20140404,"2014, 04",2014
6161_659,20140404,"2014, 04",2014
6161_660,20140404,"2014, 04",2014
6161_661,20140404,"2014, 04",2014
6161_662,20140404,"2014, 04",2014
6161_663,20140404,"2014, 04",2014
6161_664,20140404,"2014, 04",2014
6161_665,20140404,"2014, 04",2014
6161_666,20140404,"2014, 04",2014
6161_667,20140404,"2014, 04",2014
6161_668,20140404,"2014, 04",2014
6161_669,20140404,"2014, 04",2014
6161_670,20140404,"2014, 04",2014
6161_671,20140404,"2014, 04",2014
6161_672,20140404,"2014, 04",2014
6161_673,20140404,"2014, 04",2014
6161_674,20140404,"2014, 04",2014
6161_675,20140404,"2014, 04",2014
6161_676,20140404,"2014, 04",2014
6161_677,20140404,"2014, 04",2014
6161_678,20140404,"2014, 04",2014
6161_679,20140404,"2014, 04",2014
6161_680,20140414,"2014, 04",2014
6161_681,20140414,"2014, 04",2014
6161_682,20140414,"2014, 04",2014
6161_683,20140414,"2014, 04",2014
6161_684,20140414,"2014, 04",2014
6161_685,20140414,"2014, 04",2014
6161_686,20140414,"2014, 04",2014
6161_687,20140414,"2014, 04",2014
6161_688,20140414,"2014, 04",2014
6161_689,20140414,"2014, 04",2014
6161_690,20140414,"2014, 04",2014
6161_691,20140414,"2014, 04",2014
6161_692,20140414,"2014, 04",2014
6161_693,20140414,"2014, 04",2014
6161_694,20140414,"2014, 04",2014
6161_695,20140414,"2014, 04",2014
6161_696,20140414,"2014, 04",2014
6161_697,20140414,"2014, 04",2014
6161_698,20140414,"2014, 04",2014
6161_699,20140414,"2014, 04",2014
6161_700,20140414,"2014, 04",2014
6161_701,20140414,"2014, 04",2014
6161_702,20140414,"2014, 04",2014
6161_703,20140414,"2014, 04",2014
6161_704,20140414,"2014, 04",2014
6161_705,20140414,"2014, 04",2014
6161_706,20140414,"2014, 04",2014
6162_442,NA,No date,NA
6162_443,20141004,"2014, 10",2014
6162_444,20141004,"2014, 10",2014
6162_445,20141004,"2014, 10",2014
6162_446,20141004,"2014, 10",2014
6162_447,20141004,"2014, 10",2014
6162_448,20141004,"2014, 10",2014
6162_449,20141004,"2014, 10",2014
6162_450,20141004,"2014, 10",2014
6162_451,20141004,"2014, 10",2014
6162_452,20141004,"2014, 10",2014
6162_453,20141004,"2014, 10",2014
6162_454,20141004,"2014, 10",2014
6162_455,20141004,"2014, 10",2014
6162_456,20141004,"2014, 10",2014
6162_457,20141004,"2014, 10",2014
6162_458,20141004,"2014, 10",2014
6162_459,20141004,"2014, 10",2014
6162_460,20141004,"2014, 10",2014
6162_461,20141002,"2014, 10",2014
6162_462,20141002,"2014, 10",2014
6162_463,20141002,"2014, 10",2014
6162_464,20141002,"2014, 10",2014
6162_465,20141002,"2014, 10",2014
6162_466,20141002,"2014, 10",2014
6162_467,20141002,"2014, 10",2014
6162_468,20141002,"2014, 10",2014
6162_469,20141002,"2014, 10",2014
6162_470,20141002,"2014, 10",2014
6162_471,20141002,"2014, 10",2014
6162_472,20141002,"2014, 10",2014
6162_473,20141002,"2014, 10",2014
6162_474,20141002,"2014, 10",2014
6162_475,20141030,"2014, 10",2014
6162_476,20141030,"2014, 10",2014
6162_477,20141030,"2014, 10",2014
6162_478,20141030,"2014, 10",2014
6162_479,20150420,"2015, 04",2015
6162_480,20150420,"2015, 04",2015
6162_481,20150420,"2015, 04",2015
6162_482,20150420,"2015, 04",2015
6162_483,20150420,"2015, 04",2015
6162_484,20150420,"2015, 04",2015
6162_485,20150420,"2015, 04",2015
6162_486,20150420,"2015, 04",2015
6162_487,20150420,"2015, 04",2015
6162_488,20150420,"2015, 04",2015
6162_489,20150420,"2015, 04",2015
6162_490,20150420,"2015, 04",2015
6162_491,20150420,"2015, 04",2015
6162_492,20150420,"2015, 04",2015
6162_493,20150420,"2015, 04",2015
6162_494,20150420,"2015, 04",2015
6162_495,20150420,"2015, 04",2015
6162_496,20150420,"2015, 04",2015
6162_497,20150420,"2015, 04",2015
6162_498,20150420,"2015, 04",2015
6162_499,20150420,"2015, 04",2015
6162_500,20150420,"2015, 04",2015
6162_501,20150420,"2015, 04",2015
6162_502,20150420,"2015, 04",2015
6162_503,20150420,"2015, 04",2015
6162_504,20150420,"2015, 04",2015
6162_505,20150420,"2015, 04",2015
6162_506,20150420,"2015, 04",2015
6162_507,20150420,"2015, 04",2015
6162_508,20150420,"2015, 04",2015
6162_509,20150420,"2015, 04",2015
6162_510,20150420,"2015, 04",2015
6162_511,20150420,"2015, 04",2015
6162_512,20150420,"2015, 04",2015
6162_513,20150420,"2015, 04",2015
6162_514,20150420,"2015, 04",2015
6162_515,20150420,"2015, 04",2015
6162_516,20150420,"2015, 04",2015
6162_517,20150420,"2015, 04",2015
6162_518,20150420,"2015, 04",2015
6162_519,20150420,"2015, 04",2015
6162_520,20150502,"2015, 05",2015
6162_521,20150502,"2015, 05",2015
6162_522,20150515,"2015, 05",2015
6162_523,20150503,"2015, 05",2015
6162_524,20150503,"2015, 05",2015
6162_525,20150503,"2015, 05",2015
6162_526,20150503,"2015, 05",2015
6162_527,20150503,"2015, 05",2015
6162_528,20150503,"2015, 05",2015
6162_529,20150503,"2015, 05",2015
6162_530,20150503,"2015, 05",2015
6162_531,20150503,"2015, 05",2015
6162_532,20150503,"2015, 05",2015
6162_533,20150503,"2015, 05",2015
6162_534,20150503,"2015, 05",2015
6162_535,20150421,"2015, 04",2015
6162_536,20150421,"2015, 04",2015
6162_537,20150421,"2015, 04",2015
6162_538,20150421,"2015, 04",2015
6162_539,20150421,"2015, 04",2015
6162_540,20150421,"2015, 04",2015
6162_541,20150421,"2015, 04",2015
6162_542,20150421,"2015, 04",2015
6162_543,20150421,"2015, 04",2015
6162_544,20150421,"2015, 04",2015
6162_545,20150421,"2015, 04",2015
6162_546,20150421,"2015, 04",2015
6162_547,20150421,"2015, 04",2015
6162_548,20150421,"2015, 04",2015
6162_549,20150421,"2015, 04",2015
6162_550,20150421,"2015, 04",2015
6162_551,20150421,"2015, 04",2015
6162_552,20150421,"2015, 04",2015
6162_553,20150421,"2015, 04",2015
6162_554,20150421,"2015, 04",2015
6162_572,20140420,"2014, 04",2014
6162_573,20140420,"2014, 04",2014
6162_574,20140420,"2014, 04",2014
6162_575,20140420,"2014, 04",2014
6162_576,20140420,"2014, 04",2014
6162_577,20140420,"2014, 04",2014
6162_578,20140420,"2014, 04",2014
6162_579,20140420,"2014, 04",2014
6162_580,20140415,"2014, 04",2014
6162_581,20140403,"2014, 04",2014
6162_582,20140403,"2014, 04",2014
6162_583,20140403,"2014, 04",2014
6162_584,20140404,"2014, 04",2014
6162_585,20140404,"2014, 04",2014
6162_586,20140404,"2014, 04",2014
6162_587,20140404,"2014, 04",2014
6162_600,20140416,"2014, 04",2014
6162_601,20140416,"2014, 04",2014
6162_602,20140404,"2014, 04",2014
6162_603,20140404,"2014, 04",2014
6162_633,20140326,"2014, 03",2014
6162_634,20140326,"2014, 03",2014
6162_635,20140326,"2014, 03",2014
6162_636,20140326,"2014, 03",2014
6162_637,20140326,"2014, 03",2014
6162_638,20140326,"2014, 03",2014
6162_639,20140326,"2014, 03",2014
6162_640,20140404,"2014, 04",2014
6162_641,20140404,"2014, 04",2014
6162_642,20140404,"2014, 04",2014
6162_643,20140404,"2014, 04",2014
6162_644,NA,No date,NA
6162_645,20140404,"2014, 04",2014
6162_646,20140404,"2014, 04",2014
6162_647,20140404,"2014, 04",2014
6162_648,20140404,"2014, 04",2014
6162_649,20140404,"2014, 04",2014
6162_650,20140404,"2014, 04",2014
6162_651,20140404,"2014, 04",2014
6162_652,20140404,"2014, 04",2014
6162_653,20140404,"2014, 04",2014
6162_654,20140404,"2014, 04",2014
6162_655,20140404,"2014, 04",2014
6162_656,20140404,"2014, 04",2014
6162_657,20140404,"2014, 04",2014
6162_658,20140404,"2014, 04",2014
6162_659,20140404,"2014, 04",2014
6162_660,20140404,"2014, 04",2014
6162_661,20140404,"2014, 04",2014
6162_662,20140404,"2014, 04",2014
6162_663,20140404,"2014, 04",2014
6162_664,20140404,"2014, 04",2014
6162_665,20140404,"2014, 04",2014
6162_666,20140404,"2014, 04",2014
6162_667,20140404,"2014, 04",2014
6162_668,20140404,"2014, 04",2014
6162_669,20140404,"2014, 04",2014
6162_670,20140404,"2014, 04",2014
6162_671,20140404,"2014, 04",2014
6162_672,20140404,"2014, 04",2014
6162_673,20140404,"2014, 04",2014
6162_674,20140404,"2014, 04",2014
6162_675,20140404,"2014, 04",2014
6162_676,20140404,"2014, 04",2014
6162_677,20140404,"2014, 04",2014
6162_678,20140404,"2014, 04",2014
6162_679,20140404,"2014, 04",2014
6162_680,20140414,"2014, 04",2014
6162_681,20140414,"2014, 04",2014
6162_682,20140414,"2014, 04",2014
6162_683,20140414,"2014, 04",2014
6162_684,20140414,"2014, 04",2014
6162_685,20140414,"2014, 04",2014
6162_686,20140414,"2014, 04",2014
6162_687,20140414,"2014, 04",2014
6162_688,20140414,"2014, 04",2014
6162_689,20140414,"2014, 04",2014
6162_690,20140414,"2014, 04",2014
6162_691,20140414,"2014, 04",2014
6162_692,20140414,"2014, 04",2014
6162_693,20140414,"2014, 04",2014
6162_694,20140414,"2014, 04",2014
6162_695,20140414,"2014, 04",2014
6162_696,20140414,"2014, 04",2014
6162_697,20140414,"2014, 04",2014
6162_698,20140414,"2014, 04",2014
6162_699,20140414,"2014, 04",2014
6162_700,20140414,"2014, 04",2014
6162_701,20140414,"2014, 04",2014
6162_702,20140414,"2014, 04",2014
6162_703,20140414,"2014, 04",2014
6162_704,20140414,"2014, 04",2014
6162_705,20140414,"2014, 04",2014
6162_706,20140414,"2014, 04",2014
6162_707,20140414,"2014, 04",2014
6162_724,20140403,"2014, 04",2014
6162_725,20140403,"2014, 04",2014
6162_726,20140403,"2014, 04",2014
6162_727,20140403,"2014, 04",2014
6163_443,20141004,"2014, 10",2014
6163_444,20141004,"2014, 10",2014
6163_445,20141004,"2014, 10",2014
6163_446,20141004,"2014, 10",2014
6163_447,20141004,"2014, 10",2014
6163_448,20141004,"2014, 10",2014
6163_449,20141004,"2014, 10",2014
6163_450,20141004,"2014, 10",2014
6163_451,20141004,"2014, 10",2014
6163_452,20141004,"2014, 10",2014
6163_453,20141004,"2014, 10",2014
6163_454,20141004,"2014, 10",2014
6163_455,20141004,"2014, 10",2014
6163_456,20141004,"2014, 10",2014
6163_457,20141004,"2014, 10",2014
6163_458,20141004,"2014, 10",2014
6163_459,20141004,"2014, 10",2014
6163_460,20141004,"2014, 10",2014
6163_461,20141002,"2014, 10",2014
6163_462,20141002,"2014, 10",2014
6163_463,20141002,"2014, 10",2014
6163_464,20141002,"2014, 10",2014
6163_465,20141002,"2014, 10",2014
6163_466,20141002,"2014, 10",2014
6163_467,20141002,"2014, 10",2014
6163_468,20141002,"2014, 10",2014
6163_469,20141002,"2014, 10",2014
6163_470,20141002,"2014, 10",2014
6163_471,20141002,"2014, 10",2014
6163_472,20141002,"2014, 10",2014
6163_473,20141002,"2014, 10",2014
6163_474,20141002,"2014, 10",2014
6163_475,20141030,"2014, 10",2014
6163_476,20141030,"2014, 10",2014
6163_477,20141030,"2014, 10",2014
6163_478,20141030,"2014, 10",2014
6163_479,20150420,"2015, 04",2015
6163_480,20150420,"2015, 04",2015
6163_481,20150420,"2015, 04",2015
6163_482,20150420,"2015, 04",2015
6163_483,20150420,"2015, 04",2015
6163_484,20150420,"2015, 04",2015
6163_485,20150420,"2015, 04",2015
6163_486,20150420,"2015, 04",2015
6163_487,20150420,"2015, 04",2015
6163_488,20150420,"2015, 04",2015
6163_489,20150420,"2015, 04",2015
6163_490,20150420,"2015, 04",2015
6163_491,20150420,"2015, 04",2015
6163_492,20150420,"2015, 04",2015
6163_493,20150420,"2015, 04",2015
6163_494,20150420,"2015, 04",2015
6163_495,20150420,"2015, 04",2015
6163_496,20150420,"2015, 04",2015
6163_497,20150420,"2015, 04",2015
6163_498,20150420,"2015, 04",2015
6163_499,20150420,"2015, 04",2015
6163_500,20150420,"2015, 04",2015
6163_501,20150420,"2015, 04",2015
6163_502,20150420,"2015, 04",2015
6163_503,20150420,"2015, 04",2015
6163_504,20150420,"2015, 04",2015
6163_505,20150420,"2015, 04",2015
6163_506,20150420,"2015, 04",2015
6163_507,20150420,"2015, 04",2015
6163_508,20150420,"2015, 04",2015
6163_509,20150420,"2015, 04",2015
6163_510,20150420,"2015, 04",2015
6163_511,20150420,"2015, 04",2015
6163_512,20150420,"2015, 04",2015
6163_513,20150420,"2015, 04",2015
6163_514,20150420,"2015, 04",2015
6163_515,20150420,"2015, 04",2015
6163_516,20150420,"2015, 04",2015
6163_517,20150420,"2015, 04",2015
6163_518,20150420,"2015, 04",2015
6163_519,20150420,"2015, 04",2015
6163_520,20150502,"2015, 05",2015
6163_521,20150515,"2015, 05",2015
6163_522,20150515,"2015, 05",2015
6163_523,20150503,"2015, 05",2015
6163_524,20150503,"2015, 05",2015
6163_525,20150503,"2015, 05",2015
6163_526,20150503,"2015, 05",2015
6163_527,20150503,"2015, 05",2015
6163_528,20150503,"2015, 05",2015
6163_529,20150503,"2015, 05",2015
6163_530,20150503,"2015, 05",2015
6163_531,20150503,"2015, 05",2015
6163_532,20150503,"2015, 05",2015
6163_533,20150503,"2015, 05",2015
6163_534,20150503,"2015, 05",2015
6163_535,20150421,"2015, 04",2015
6163_536,20150421,"2015, 04",2015
6163_537,20150421,"2015, 04",2015
6163_538,20150421,"2015, 04",2015
6163_539,20150421,"2015, 04",2015
6163_540,20150421,"2015, 04",2015
6163_541,20150421,"2015, 04",2015
6163_542,20150421,"2015, 04",2015
6163_543,20150421,"2015, 04",2015
6163_544,20150421,"2015, 04",2015
6163_545,20150421,"2015, 04",2015
6163_546,20150421,"2015, 04",2015
6163_547,20150421,"2015, 04",2015
6163_548,20150421,"2015, 04",2015
6163_549,20150421,"2015, 04",2015
6163_550,20150421,"2015, 04",2015
6163_551,20150421,"2015, 04",2015
6163_552,20150421,"2015, 04",2015
6163_553,20150421,"2015, 04",2015
6163_554,20150421,"2015, 04",2015
6163_574,20140420,"2014, 04",2014
6163_575,20140427,"2014, 04",2014
6163_579,20140420,"2014, 04",2014
6163_580,20140420,"2014, 04",2014
6163_581,20140403,"2014, 04",2014
6163_582,20140403,"2014, 04",2014
6163_583,20140403,"2014, 04",2014
6163_584,20140404,"2014, 04",2014
6163_585,20140404,"2014, 04",2014
6163_600,20140416,"2014, 04",2014
6163_601,20140416,"2014, 04",2014
6163_602,20140404,"2014, 04",2014
6163_603,20140404,"2014, 04",2014
6163_633,NA,No date,NA
6163_634,20140326,"2014, 03",2014
6163_635,20140326,"2014, 03",2014
6163_636,20140326,"2014, 03",2014
6163_637,20140326,"2014, 03",2014
6163_638,20140326,"2014, 03",2014
6163_639,20140326,"2014, 03",2014
6163_640,20140404,"2014, 04",2014
6163_641,20140404,"2014, 04",2014
6163_642,20140404,"2014, 04",2014
6163_643,20140404,"2014, 04",2014
6163_644,20140404,"2014, 04",2014
6163_645,20140404,"2014, 04",2014
6163_646,20140404,"2014, 04",2014
6163_647,20140404,"2014, 04",2014
6163_648,20140404,"2014, 04",2014
6163_649,20140404,"2014, 04",2014
6163_650,20140404,"2014, 04",2014
6163_651,20140404,"2014, 04",2014
6163_652,20140404,"2014, 04",2014
6163_653,20140404,"2014, 04",2014
6163_654,20140404,"2014, 04",2014
6163_655,20140404,"2014, 04",2014
6163_656,20140404,"2014, 04",2014
6163_657,20140404,"2014, 04",2014
6163_658,20140404,"2014, 04",2014
6163_659,20140404,"2014, 04",2014
6163_660,20140404,"2014, 04",2014
6163_661,20140404,"2014, 04",2014
6163_662,20140404,"2014, 04",2014
6163_663,20140404,"2014, 04",2014
6163_664,20140404,"2014, 04",2014
6163_665,20140404,"2014, 04",2014
6163_666,20140404,"2014, 04",2014
6163_667,20140404,"2014, 04",2014
6163_668,20140404,"2014, 04",2014
6163_669,20140404,"2014, 04",2014
6163_670,20140404,"2014, 04",2014
6163_671,20140404,"2014, 04",2014
6163_672,20140404,"2014, 04",2014
6163_673,20140404,"2014, 04",2014
6163_674,20140404,"2014, 04",2014
6163_675,20140404,"2014, 04",2014
6163_676,20140404,"2014, 04",2014
6163_677,20140404,"2014, 04",2014
6163_678,20140404,"2014, 04",2014
6163_679,20140414,"2014, 04",2014
6163_680,20140414,"2014, 04",2014
6163_681,20140414,"2014, 04",2014
6163_682,20140414,"2014, 04",2014
6163_683,20140414,"2014, 04",2014
6163_684,20140414,"2014, 04",2014
6163_685,20140414,"2014, 04",2014
6163_686,20140414,"2014, 04",2014
6163_687,20140414,"2014, 04",2014
6163_688,20140414,"2014, 04",2014
6163_689,20140414,"2014, 04",2014
6163_690,20140414,"2014, 04",2014
6163_691,20140414,"2014, 04",2014
6163_692,20140414,"2014, 04",2014
6163_693,20140414,"2014, 04",2014
6163_694,20140414,"2014, 04",2014
6163_695,20140414,"2014, 04",2014
6163_696,20140414,"2014, 04",2014
6163_697,20140414,"2014, 04",2014
6163_698,20140414,"2014, 04",2014
6163_699,20140414,"2014, 04",2014
6163_700,20140414,"2014, 04",2014
6163_701,20140414,"2014, 04",2014
6163_702,20140414,"2014, 04",2014
6163_703,20140414,"2014, 04",2014
6163_704,20140414,"2014, 04",2014
6163_705,20140414,"2014, 04",2014
6163_706,20140414,"2014, 04",2014
6163_707,20140414,"2014, 04",2014
6163_708,20140414,"2014, 04",2014
6163_724,20140403,"2014, 04",2014
6163_725,20140403,"2014, 04",2014
6163_726,20140403,"2014, 04",2014
6163_727,20140403,"2014, 04",2014
6163_728,20140403,"2014, 04",2014
6164_443,20141004,"2014, 10",2014
6164_444,20141004,"2014, 10",2014
6164_445,20141004,"2014, 10",2014
6164_446,20141004,"2014, 10",2014
6164_447,20141004,"2014, 10",2014
6164_448,20141004,"2014, 10",2014
6164_449,20141004,"2014, 10",2014
6164_450,20141004,"2014, 10",2014
6164_451,20141004,"2014, 10",2014
6164_452,20141004,"2014, 10",2014
6164_453,20141004,"2014, 10",2014
6164_454,20141004,"2014, 10",2014
6164_455,20141004,"2014, 10",2014
6164_456,20141004,"2014, 10",2014
6164_457,20141004,"2014, 10",2014
6164_458,20141004,"2014, 10",2014
6164_459,20141004,"2014, 10",2014
6164_460,20141030,"2014, 10",2014
6164_461,20141002,"2014, 10",2014
6164_462,20141002,"2014, 10",2014
6164_463,20141002,"2014, 10",2014
6164_464,20141002,"2014, 10",2014
6164_465,20141002,"2014, 10",2014
6164_466,20141002,"2014, 10",2014
6164_467,20141002,"2014, 10",2014
6164_468,20141002,"2014, 10",2014
6164_469,20141002,"2014, 10",2014
6164_470,20141002,"2014, 10",2014
6164_471,20141002,"2014, 10",2014
6164_472,20141002,"2014, 10",2014
6164_473,20141002,"2014, 10",2014
6164_474,20141030,"2014, 10",2014
6164_475,20141030,"2014, 10",2014
6164_476,20141030,"2014, 10",2014
6164_477,20141030,"2014, 10",2014
6164_478,20141030,"2014, 10",2014
6164_479,20141030,"2014, 10",2014
6164_480,20150502,"2015, 05",2015
6164_481,20150502,"2015, 05",2015
6164_482,20150502,"2015, 05",2015
6164_483,20150502,"2015, 05",2015
6164_484,20150502,"2015, 05",2015
6164_485,20150502,"2015, 05",2015
6164_486,20150502,"2015, 05",2015
6164_487,20150502,"2015, 05",2015
6164_488,20150502,"2015, 05",2015
6164_489,20150502,"2015, 05",2015
6164_490,20150502,"2015, 05",2015
6164_491,20150502,"2015, 05",2015
6164_492,20150502,"2015, 05",2015
6164_493,20150502,"2015, 05",2015
6164_494,20150502,"2015, 05",2015
6164_495,20150502,"2015, 05",2015
6164_496,20150502,"2015, 05",2015
6164_497,20150502,"2015, 05",2015
6164_498,20150502,"2015, 05",2015
6164_499,20150502,"2015, 05",2015
6164_500,20150502,"2015, 05",2015
6164_501,20150502,"2015, 05",2015
6164_502,20150502,"2015, 05",2015
6164_503,20150502,"2015, 05",2015
6164_504,20150502,"2015, 05",2015
6164_505,20150502,"2015, 05",2015
6164_506,20150502,"2015, 05",2015
6164_507,20150502,"2015, 05",2015
6164_508,20150502,"2015, 05",2015
6164_509,20150502,"2015, 05",2015
6164_510,20150502,"2015, 05",2015
6164_511,20150502,"2015, 05",2015
6164_512,20150502,"2015, 05",2015
6164_513,20150502,"2015, 05",2015
6164_514,20150502,"2015, 05",2015
6164_515,20150502,"2015, 05",2015
6164_516,20150502,"2015, 05",2015
6164_517,20150502,"2015, 05",2015
6164_518,20150502,"2015, 05",2015
6164_519,20150502,"2015, 05",2015
6164_520,20150502,"2015, 05",2015
6164_521,20150515,"2015, 05",2015
6164_522,20150515,"2015, 05",2015
6164_523,20150503,"2015, 05",2015
6164_524,20150503,"2015, 05",2015
6164_525,20150503,"2015, 05",2015
6164_526,20150503,"2015, 05",2015
6164_527,20150503,"2015, 05",2015
6164_528,20150503,"2015, 05",2015
6164_529,20150503,"2015, 05",2015
6164_530,20150503,"2015, 05",2015
6164_531,20150503,"2015, 05",2015
6164_532,20150503,"2015, 05",2015
6164_533,20150503,"2015, 05",2015
6164_534,20150503,"2015, 05",2015
6164_535,20150421,"2015, 04",2015
6164_536,20150421,"2015, 04",2015
6164_537,20150421,"2015, 04",2015
6164_538,20150421,"2015, 04",2015
6164_539,20150421,"2015, 04",2015
6164_540,20150421,"2015, 04",2015
6164_541,20150421,"2015, 04",2015
6164_542,20150421,"2015, 04",2015
6164_543,20150421,"2015, 04",2015
6164_544,20150421,"2015, 04",2015
6164_545,20150421,"2015, 04",2015
6164_546,20150421,"2015, 04",2015
6164_547,20150421,"2015, 04",2015
6164_548,20150421,"2015, 04",2015
6164_549,20150421,"2015, 04",2015
6164_550,20150421,"2015, 04",2015
6164_551,20150421,"2015, 04",2015
6164_552,20150421,"2015, 04",2015
6164_553,20150421,"2015, 04",2015
6164_554,20150421,"2015, 04",2015
6164_574,20140420,"2014, 04",2014
6164_581,20140403,"2014, 04",2014
6164_582,20140403,"2014, 04",2014
6164_583,20140403,"2014, 04",2014
6164_584,20140403,"2014, 04",2014
6164_600,20140416,"2014, 04",2014
6164_601,20140409,"2014, 04",2014
6164_602,20140404,"2014, 04",2014
6164_633,NA,No date,NA
6164_634,20140326,"2014, 03",2014
6164_635,20140326,"2014, 03",2014
6164_636,20140326,"2014, 03",2014
6164_637,20140326,"2014, 03",2014
6164_638,20140326,"2014, 03",2014
6164_639,20140326,"2014, 03",2014
6164_640,20140404,"2014, 04",2014
6164_641,20140404,"2014, 04",2014
6164_642,20140404,"2014, 04",2014
6164_643,20140404,"2014, 04",2014
6164_644,20140404,"2014, 04",2014
6164_645,20140404,"2014, 04",2014
6164_646,20140404,"2014, 04",2014
6164_647,20140404,"2014, 04",2014
6164_648,20140404,"2014, 04",2014
6164_649,20140404,"2014, 04",2014
6164_650,20140404,"2014, 04",2014
6164_651,20140404,"2014, 04",2014
6164_652,20140404,"2014, 04",2014
6164_653,20140404,"2014, 04",2014
6164_654,20140404,"2014, 04",2014
6164_655,20140404,"2014, 04",2014
6164_656,20140404,"2014, 04",2014
6164_657,20140404,"2014, 04",2014
6164_658,20140404,"2014, 04",2014
6164_659,20140404,"2014, 04",2014
6164_660,20140404,"2014, 04",2014
6164_661,20140404,"2014, 04",2014
6164_662,20140404,"2014, 04",2014
6164_663,20140404,"2014, 04",2014
6164_664,20140404,"2014, 04",2014
6164_665,20140404,"2014, 04",2014
6164_666,20140404,"2014, 04",2014
6164_667,20140404,"2014, 04",2014
6164_668,20140404,"2014, 04",2014
6164_669,20140404,"2014, 04",2014
6164_670,20140404,"2014, 04",2014
6164_671,20140404,"2014, 04",2014
6164_672,20140404,"2014, 04",2014
6164_673,20140404,"2014, 04",2014
6164_674,20140404,"2014, 04",2014
6164_675,20140404,"2014, 04",2014
6164_676,20140404,"2014, 04",2014
6164_677,20140404,"2014, 04",2014
6164_678,20140404,"2014, 04",2014
6164_679,20140404,"2014, 04",2014
6164_680,20140414,"2014, 04",2014
6164_681,20140414,"2014, 04",2014
6164_682,20140414,"2014, 04",2014
6164_683,20140414,"2014, 04",2014
6164_684,20140414,"2014, 04",2014
6164_685,20140414,"2014, 04",2014
6164_686,20140414,"2014, 04",2014
6164_687,20140414,"2014, 04",2014
6164_688,20140414,"2014, 04",2014
6164_689,20140414,"2014, 04",2014
6164_690,20140414,"2014, 04",2014
6164_691,20140414,"2014, 04",2014
6164_692,20140414,"2014, 04",2014
6164_693,20140414,"2014, 04",2014
6164_694,20140414,"2014, 04",2014
6164_695,20140414,"2014, 04",2014
6164_696,20140414,"2014, 04",2014
6164_697,20140414,"2014, 04",2014
6164_698,20140414,"2014, 04",2014
6164_699,20140414,"2014, 04",2014
6164_700,20140414,"2014, 04",2014
6164_701,20140414,"2014, 04",2014
6164_702,20140414,"2014, 04",2014
6164_703,20140414,"2014, 04",2014
6164_704,20140414,"2014, 04",2014
6164_705,20140414,"2014, 04",2014
6164_706,20140414,"2014, 04",2014
6164_707,20140414,"2014, 04",2014
6164_708,20140414,"2014, 04",2014
6164_709,20140414,"2014, 04",2014
6164_722,20140403,"2014, 04",2014
6164_723,20140403,"2014, 04",2014
6164_724,20140403,"2014, 04",2014
6164_725,20140403,"2014, 04",2014
6164_726,20140403,"2014, 04",2014
6164_727,20140403,"2014, 04",2014
